1.2967	0.9695
1.2727	1.0992
1.2536	1.2519
1.2392	1.4198
1.2249	1.6031
1.2153	1.8092
1.0431	0.6870
0.9904	0.7710
0.9569	0.8702
0.9330	0.9924
0.9139	1.1298
0.8995	1.2901
0.8900	1.4656
0.8804	1.6565
1.1435	0.6947
1.0957	0.7786
1.0574	0.8855
1.0335	1.0076
1.0144	1.1450
1.0000	1.2977
0.9904	1.4733
0.9809	1.6641
1.2775	0.7099
1.2297	0.7939
1.1914	0.9008
1.1675	1.0153
1.1483	1.1603
1.1340	1.3130
1.1244	1.4885
1.1148	1.6794
1.3971	0.7176
1.3445	0.8015
1.3110	0.9084
1.2871	1.0305
1.2679	1.1679
1.2536	1.3206
1.2392	1.4962
1.2297	1.6870
1.0526	0.6718
1.0000	0.7557
0.9665	0.8550
0.9378	0.9771
0.9187	1.1145
0.9043	1.2672
0.8947	1.4351
0.8852	1.6260
1.1531	0.6870
1.1005	0.7710
1.0670	0.8702
1.0431	0.9847
1.0239	1.1221
1.0096	1.2748
0.9952	1.4504
0.9856	1.6336
1.2871	0.6947
1.2344	0.7786
1.2010	0.8779
1.1770	1.0000
1.1579	1.1374
1.1435	1.2901
1.1292	1.4580
1.1196	1.6489
1.4067	0.7023
1.3541	0.7863
1.3206	0.8931
1.2967	1.0076
1.2775	1.1450
1.2632	1.2977
1.2488	1.4733
1.2392	1.6565				!Normalized Capacity and Normalized Power at 48.89 C (T_Source_In), 23.89 C (T_Load_In), 1.2714, and 1.2714	
!Format Load flow, Source flow, Load EWT, Source EWT, Capacity Ratio, Power Ratio
!Trane WPWD 024 Normalized at Load 7 gpm 53.6 EWT, Source 7 gpm 80.0 EWT
