  
 Results from TRNSYS Input File: 
 C:\Users\lbarnic\OneDrive - Fraunhofer\A_Bearbeitung\9_Parameterstudie_REP\III
 _kaltes_Nahwaermenetz\III_kaltes_Nahwaermenetz.dck                            
                                                                               
                                                                   
 Initiated at time: 2024-12-30 AT  15:20:44
 TIME                                   ,Strom_Quartier                          ,Netzstrom                               ,sum_PV_Bestand                          ,COP_SB                                  ,COP_FVR                                 ,COP_TV                                  ,COP_SPS_W                               ,COP_SpS_S_TWW                           ,Strom_WP_Winter                         ,Q_WP_Winter                             ,Strom_WP_Sommer                         ,Q_WP_Sommer                             ,Strom_el_Nacherhitzung_SpS              ,Strom_Quartier                          ,Strom_Quartier                          ,Strom_Quartier                          ,Strom_Quartier                          ,Strom_Quartier                          ,Strom_Quartier                          ,Strom_Quartier                          ,Strom_Quartier                          ,Strom_Quartier                          ,
  +1.7000000000000000E+02,  +6.9310823352447120E+00,  +6.9310823352447120E+00,  +0.0000000000000000E+00,  +3.5853084505550030E+00,  +3.6417866056653527E+00,  +3.5313825865540767E+00,  +3.6417866056653527E+00,  +2.7984600000000004E+00,  +3.7180110046391364E+00,  +1.3540202676411189E+01,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +0.0000000000000000E+00,
  +1.7025000000000000E+02,  +6.9943366081192861E+00,  +6.9943366081192861E+00,  +0.0000000000000000E+00,  +3.5827569165754913E+00,  +3.6392099843692622E+00,  +3.5288540996105930E+00,  +3.6392099843692622E+00,  +2.7984600000000004E+00,  +3.7280506234350250E+00,  +1.3567159051038796E+01,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +0.0000000000000000E+00,
  +1.7050000000000000E+02,  +7.0018049626206498E+00,  +7.0018049626206498E+00,  +0.0000000000000000E+00,  +3.5802106178024871E+00,  +3.6366386191189388E+00,  +3.5263308294097602E+00,  +3.6366386191189388E+00,  +2.7984600000000004E+00,  +3.7316333691907890E+00,  +1.3570602022792144E+01,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +0.0000000000000000E+00,
  +1.7075000000000000E+02,  +7.0139778164139610E+00,  +7.0139778164139610E+00,  +0.0000000000000000E+00,  +3.5789392860350207E+00,  +3.6353547603037484E+00,  +3.5250710068030577E+00,  +3.6353547603037484E+00,  +2.7984600000000004E+00,  +3.7343749034771383E+00,  +1.3575777582114466E+01,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +0.0000000000000000E+00,
  +1.7100000000000000E+02,  +7.0999977777349903E+00,  +7.0999977777349903E+00,  +0.0000000000000000E+00,  +3.5802106178024871E+00,  +3.6366386191189388E+00,  +3.5263308294097602E+00,  +3.6366386191189388E+00,  +2.7984600000000004E+00,  +3.7512898658200267E+00,  +1.3642085597550611E+01,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +0.0000000000000000E+00,
  +1.7125000000000000E+02,  +7.1774969490881260E+00,  +7.1774969490881260E+00,  +0.0000000000000000E+00,  +3.5827569165754913E+00,  +3.6392099843692622E+00,  +3.5288540996105930E+00,  +3.6392099843692622E+00,  +2.7984600000000004E+00,  +3.7681675946867115E+00,  +1.3713153133360588E+01,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +0.0000000000000000E+00,
  +1.7150000000000000E+02,  +7.1661812058563843E+00,  +7.1661812058563843E+00,  +0.0000000000000000E+00,  +3.5853084505550030E+00,  +3.6417866056653527E+00,  +3.5313825865540767E+00,  +3.6417866056653527E+00,  +2.7984600000000004E+00,  +3.7707696662905916E+00,  +1.3732338463746288E+01,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +0.0000000000000000E+00,
  +1.7175000000000000E+02,  +7.1456995687900680E+00,  +7.1456995687900680E+00,  +0.0000000000000000E+00,  +3.5872254409484179E+00,  +3.6437224239825228E+00,  +3.5332822809276108E+00,  +3.6437224239825228E+00,  +2.7984600000000004E+00,  +3.7714202370726535E+00,  +1.3742008488083110E+01,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +0.0000000000000000E+00,
  +1.7200000000000000E+02,  +7.1933401009547975E+00,  +7.1933401009547975E+00,  +0.0000000000000000E+00,  +3.5878650955139415E+00,  +3.6443683571237000E+00,  +3.5339161678496485E+00,  +3.6443683571237000E+00,  +2.7984600000000004E+00,  +3.7820273151657116E+00,  +1.3783100673167421E+01,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +0.0000000000000000E+00,
  +1.7225000000000000E+02,  +2.3662788594125949E+01,  +2.3662788594125949E+01,  +0.0000000000000000E+00,  +3.5878650955139415E+00,  +3.6443683571237000E+00,  +3.5339161678496485E+00,  +3.6443683571237000E+00,  +2.7984600000000004E+00,  +8.9716694758367073E+00,  +3.2696068348311869E+01,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +0.0000000000000000E+00,
  +1.7250000000000000E+02,  +4.0609834871256375E+01,  +4.0609834871256375E+01,  +0.0000000000000000E+00,  +3.5878650955139415E+00,  +3.6443683571237000E+00,  +3.5339161678496485E+00,  +3.6443683571237000E+00,  +2.7984600000000004E+00,  +1.4116507081070784E+01,  +5.1445751719367010E+01,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +0.0000000000000000E+00,
  +1.7275000000000000E+02,  +4.1141982541849757E+01,  +4.1141982541849757E+01,  +0.0000000000000000E+00,  +3.5878650955139415E+00,  +3.6443683571237000E+00,  +3.5339161678496485E+00,  +3.6443683571237000E+00,  +2.7984600000000004E+00,  +1.4083747705509028E+01,  +5.1326364487670617E+01,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +0.0000000000000000E+00,
  +1.7300000000000000E+02,  +3.9889926619753574E+01,  +3.9889926619753574E+01,  +0.0000000000000000E+00,  +3.5878650955139415E+00,  +3.6443683571237000E+00,  +3.5339161678496485E+00,  +3.6443683571237000E+00,  +2.7984600000000004E+00,  +1.3804108399463056E+01,  +5.0307255849308646E+01,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +0.0000000000000000E+00,
  +1.7325000000000000E+02,  +3.9681513316562643E+01,  +3.9681513316562643E+01,  +0.0000000000000000E+00,  +3.5878650955139415E+00,  +3.6443683571237000E+00,  +3.5339161678496485E+00,  +3.6443683571237000E+00,  +2.7984600000000004E+00,  +1.3524034084216158E+01,  +4.9286561877179764E+01,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +0.0000000000000000E+00,
  +1.7350000000000000E+02,  +4.0823793514233927E+01,  +4.0823793514233927E+01,  +0.0000000000000000E+00,  +3.5878650955139415E+00,  +3.6443683571237000E+00,  +3.5339161678496485E+00,  +3.6443683571237000E+00,  +2.7984600000000004E+00,  +1.3524420739736808E+01,  +4.9287970992324325E+01,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +0.0000000000000000E+00,
  +1.7375000000000000E+02,  +4.0955031329398523E+01,  +4.0955031329398523E+01,  +0.0000000000000000E+00,  +3.5872254409484179E+00,  +3.6437224239825228E+00,  +3.5332822809276108E+00,  +3.6437224239825228E+00,  +2.7984600000000004E+00,  +1.3532038191969054E+01,  +4.9306991002265555E+01,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +6.6706083601689586E-03,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +0.0000000000000000E+00,
  +1.7400000000000000E+02,  +3.9301781383822963E+01,  +3.9301781383822963E+01,  +0.0000000000000000E+00,  +3.5853084505550030E+00,  +3.6417866056653527E+00,  +3.5313825865540767E+00,  +3.6417866056653527E+00,  +2.7984600000000004E+00,  +1.3164657111399531E+01,  +4.7942871936471946E+01,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +6.6593303194514425E-03,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +0.0000000000000000E+00,
  +1.7425000000000000E+02,  +4.2517554402349120E+01,  +4.2517554402349120E+01,  +0.0000000000000000E+00,  +3.5827569165754913E+00,  +3.6392099843692622E+00,  +3.5288540996105930E+00,  +3.6392099843692622E+00,  +2.7984600000000004E+00,  +1.6533881994469898E+01,  +6.0170268434658027E+01,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +1.0061365438394025E-02,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +0.0000000000000000E+00,
  +1.7450000000000000E+02,  +4.7577011690668854E+01,  +4.7577011690668854E+01,  +0.0000000000000000E+00,  +3.5802106178024871E+00,  +3.6366386191189388E+00,  +3.5263308294097602E+00,  +3.6366386191189388E+00,  +2.7984600000000004E+00,  +2.0335929855649542E+01,  +7.3954427868748951E+01,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +1.6667884383545363E-02,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +0.0000000000000000E+00,
  +1.7475000000000000E+02,  +4.7874842726619121E+01,  +4.7874842726619121E+01,  +0.0000000000000000E+00,  +3.5764013660823628E+00,  +3.6327918116586906E+00,  +3.5225560804960381E+00,  +3.6327918116586906E+00,  +2.7984600000000004E+00,  +2.0405458095699782E+01,  +7.4128781083202711E+01,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +9.4382121893140172E-03,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +0.0000000000000000E+00,
  +1.7500000000000000E+02,  +4.6699463264491484E+01,  +4.6699463264491484E+01,  +0.0000000000000000E+00,  +3.5700785319279378E+00,  +3.6264064889096961E+00,  +3.5162906585695950E+00,  +3.6264064889096961E+00,  +2.7984600000000004E+00,  +2.0030631658820841E+01,  +7.2639212624507891E+01,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +2.8153894933295436E-03,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +0.0000000000000000E+00,
  +1.7525000000000000E+02,  +4.5541791627789578E+01,  +4.5541791627789578E+01,  +0.0000000000000000E+00,  +3.5625327435519258E+00,  +3.6187858769505334E+00,  +3.5088136226831321E+00,  +3.6187858769505334E+00,  +2.7984600000000004E+00,  +1.9679191773385902E+01,  +7.1214781259330024E+01,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +1.4353424542247299E-02,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +0.0000000000000000E+00,
  +1.7550000000000000E+02,  +4.5867862422035387E+01,  +4.5867862422035387E+01,  +0.0000000000000000E+00,  +3.5550328296182143E+00,  +3.6112113278790297E+00,  +3.5013822940016675E+00,  +3.6112113278790297E+00,  +2.7984600000000004E+00,  +1.9740209834370098E+01,  +7.1286069368586325E+01,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +2.2585283419781638E-02,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +0.0000000000000000E+00,
  +1.7575000000000000E+02,  +4.6082073612924731E+01,  +4.6082073612924731E+01,  +0.0000000000000000E+00,  +3.5488169449634102E+00,  +3.6049333835265935E+00,  +3.4952234444679546E+00,  +3.6049333835265935E+00,  +2.7984600000000004E+00,  +1.9781811443254320E+01,  +7.1312112458415882E+01,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +8.2825833331297595E-03,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +0.0000000000000000E+00,
  +1.7600000000000000E+02,  +4.5082141805021344E+01,  +4.5082141805021344E+01,  +0.0000000000000000E+00,  +3.5451024516724479E+00,  +3.6011817174336063E+00,  +3.4915431162576649E+00,  +3.6011817174336063E+00,  +2.7984600000000004E+00,  +1.9500110756276616E+01,  +7.0223442343433760E+01,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +1.0271365669327098E-01,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +0.0000000000000000E+00,
  +1.7625000000000000E+02,  +4.4256858563437312E+01,  +4.4256858563437312E+01,  +0.0000000000000000E+00,  +3.5426326202743113E+00,  +3.5986871335846313E+00,  +3.4890960347509892E+00,  +3.5986871335846313E+00,  +2.7984600000000004E+00,  +1.9276734189655752E+01,  +6.9370935305845123E+01,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +2.6808144263213440E-01,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +0.0000000000000000E+00,
  +1.7650000000000000E+02,  +4.4855905112128113E+01,  +4.4855905112128113E+01,  +0.0000000000000000E+00,  +3.5401677528971880E+00,  +3.5961975347709925E+00,  +3.4866538985878868E+00,  +3.5961975347709925E+00,  +2.7984600000000004E+00,  +1.9440142725162907E+01,  +6.9910593343827088E+01,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +4.0255457235420677E-01,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +0.0000000000000000E+00,
  +1.7675000000000000E+02,  +4.5731243465218512E+01,  +4.5711512938874968E+01,  +1.9730526343546880E-02,  +3.5401677528971880E+00,  +3.5961975347709925E+00,  +3.4866538985878868E+00,  +3.5961975347709925E+00,  +2.7984600000000004E+00,  +1.9541253962711565E+01,  +7.0274209327037212E+01,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +4.8927267750987480E-01,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +0.0000000000000000E+00,
  +1.7700000000000000E+02,  +4.5249804953624476E+01,  +4.5135528141486077E+01,  +1.1427681213839716E-01,  +3.5451035202710672E+00,  +3.6011827986313274E+00,  +3.4915441709180586E+00,  +3.6011827986313274E+00,  +2.7984600000000004E+00,  +1.9750485346498653E+01,  +7.1125108094431042E+01,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +3.0428951438279495E-01,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +0.0000000000000000E+00,
  +1.7725000000000000E+02,  +4.4425186288974970E+01,  +4.3985676736240293E+01,  +4.3950955273467757E-01,  +3.5525429739203975E+00,  +3.6086966357278722E+00,  +3.4989152628302813E+00,  +3.6086966357278722E+00,  +2.7984600000000004E+00,  +1.9946899058887986E+01,  +7.1982307527012537E+01,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +1.5385346260833443E-01,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +0.0000000000000000E+00,
  +1.7750000000000000E+02,  +4.4410811763225837E+01,  +4.3765020428499668E+01,  +6.4579133472616679E-01,  +3.5600276976465981E+00,  +3.6162559317131522E+00,  +3.5063314571281055E+00,  +3.6162559317131522E+00,  +2.7984600000000004E+00,  +1.9907276768401942E+01,  +7.1989807697988951E+01,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +1.8951393779543713E-01,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +0.0000000000000000E+00,
  +1.7775000000000000E+02,  +4.3976481533132045E+01,  +4.3131457047783336E+01,  +8.4502448534871155E-01,  +3.5662991866404434E+00,  +3.6225897002529379E+00,  +3.5125457193118410E+00,  +3.6225897002529379E+00,  +2.7984600000000004E+00,  +1.9839624516777210E+01,  +7.1870819431362790E+01,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +1.8424429268331222E-01,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +0.0000000000000000E+00,
  +1.7800000000000000E+02,  +4.2736108910351291E+01,  +4.1701880305122685E+01,  +1.0342286052286027E+00,  +3.5700774250199889E+00,  +3.6264053690890399E+00,  +3.5162895659614555E+00,  +3.6264053690890399E+00,  +2.7984600000000004E+00,  +1.9503104264810691E+01,  +7.0726162019812847E+01,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +1.3269855831908361E-01,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +0.0000000000000000E+00,
  +1.7825000000000000E+02,  +4.1644600908568265E+01,  +4.0004808229007857E+01,  +1.6397926795604083E+00,  +3.5726029576399716E+00,  +3.6289558846956425E+00,  +3.5187921440217123E+00,  +3.6289558846956425E+00,  +2.7984600000000004E+00,  +1.9166373106015126E+01,  +6.9553922471345885E+01,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +1.1889246841512485E-01,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +0.0000000000000000E+00,
  +1.7850000000000000E+02,  +4.2556337500888716E+01,  +4.0694872458224410E+01,  +1.8614650426643051E+00,  +3.5751336557608746E+00,  +3.6315115866951095E+00,  +3.5212998690569810E+00,  +3.6315115866951095E+00,  +2.7984600000000004E+00,  +1.9564931641078115E+01,  +7.1050275947472940E+01,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +7.5759282618209944E-01,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +0.0000000000000000E+00,
  +1.7875000000000000E+02,  +4.3055317627599777E+01,  +4.0991505352186536E+01,  +2.0638122754132420E+00,  +3.5757670348213573E+00,  +3.6321512187708223E+00,  +3.5219275033015176E+00,  +3.6321512187708223E+00,  +2.7984600000000004E+00,  +1.9446838455846201E+01,  +7.0633857998641076E+01,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +6.8539062358514546E-01,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +0.0000000000000000E+00,
  +1.7900000000000000E+02,  +4.1188525300050159E+01,  +3.8943055269740547E+01,  +2.2454700303096118E+00,  +3.5726033742060648E+00,  +3.6289563061159629E+00,  +3.5187925552115646E+00,  +3.6289563061159629E+00,  +2.7984600000000004E+00,  +1.8675502656335688E+01,  +6.7772583134594811E+01,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +1.5990290531841145E-02,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +0.0000000000000000E+00,
  +1.7925000000000000E+02,  +3.9942896256573221E+01,  +3.7217164971899130E+01,  +2.7257312846740875E+00,  +3.5675574542992159E+00,  +3.6238604411161295E+00,  +3.5137925259112652E+00,  +3.6238604411161295E+00,  +2.7984600000000004E+00,  +1.8428763602644185E+01,  +6.6783267398303025E+01,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +1.5917453057731602E-02,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +0.0000000000000000E+00,
  +1.7950000000000000E+02,  +4.0142477008480057E+01,  +3.7262586628206115E+01,  +2.8798903802739413E+00,  +3.5625320590413834E+00,  +3.6187851844290000E+00,  +3.5088129470413620E+00,  +3.6187851844290000E+00,  +2.7984600000000004E+00,  +1.8405039467122293E+01,  +6.6603884142453168E+01,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +1.7708759423301773E-02,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +0.0000000000000000E+00,
  +1.7975000000000000E+02,  +4.0449736747684767E+01,  +3.7442312720682999E+01,  +3.0074240270017683E+00,  +3.5581513296206739E+00,  +3.6143608921672539E+00,  +3.5044722490816937E+00,  +3.6143608921672539E+00,  +2.7984600000000004E+00,  +1.8490657250757096E+01,  +6.6831908437605321E+01,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +1.2086428748654016E-01,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +0.0000000000000000E+00,
  +1.8000000000000000E+02,  +4.0074055836886501E+01,  +3.6966441345921382E+01,  +3.1076144909651164E+00,  +3.5550317459217244E+00,  +3.6112102314591863E+00,  +3.5013812243865488E+00,  +3.6112102314591863E+00,  +2.7984600000000004E+00,  +1.8375648525024278E+01,  +6.6358329963265575E+01,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +2.1678147781439794E-01,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +0.0000000000000000E+00,
